,type,lung,mask
424,train,dataset\dataset\lungs\0424.png,dataset\dataset\masks\0424.png
425,train,dataset\dataset\lungs\0425.png,dataset\dataset\masks\0425.png
426,train,dataset\dataset\lungs\0426.png,dataset\dataset\masks\0426.png
427,train,dataset\dataset\lungs\0427.png,dataset\dataset\masks\0427.png
429,train,dataset\lungs\0356.png,dataset\masks\0356.png
430,train,dataset\dataset\lungs\0430.png,dataset\dataset\masks\0430.png
431,train,dataset\dataset\lungs\0431.png,dataset\dataset\masks\0431.png
432,train,dataset\dataset\lungs\0432.png,dataset\dataset\masks\0432.png
433,train,dataset\dataset\lungs\0433.png,dataset\dataset\masks\0433.png
434,train,dataset\dataset\lungs\0434.png,dataset\dataset\masks\0434.png
435,train,dataset\dataset\lungs\0435.png,dataset\dataset\masks\0435.png
436,train,dataset\dataset\lungs\0436.png,dataset\dataset\masks\0436.png
437,train,dataset\dataset\lungs\0437.png,dataset\dataset\masks\0437.png
438,train,dataset\dataset\lungs\0438.png,dataset\dataset\masks\0438.png
440,train,dataset\lungs\0323.png,dataset\masks\0323.png
441,train,dataset\dataset\lungs\0441.png,dataset\dataset\masks\0441.png
442,train,dataset\dataset\lungs\0442.png,dataset\dataset\masks\0442.png
443,train,dataset\dataset\lungs\0443.png,dataset\dataset\masks\0443.png
444,train,dataset\dataset\lungs\0444.png,dataset\dataset\masks\0444.png
445,train,dataset\dataset\lungs\0445.png,dataset\dataset\masks\0445.png
446,train,dataset\dataset\lungs\0446.png,dataset\dataset\masks\0446.png
447,train,dataset\dataset\lungs\0447.png,dataset\dataset\masks\0447.png
448,train,dataset\dataset\lungs\0448.png,dataset\dataset\masks\0448.png
449,train,dataset\dataset\lungs\0449.png,dataset\dataset\masks\0449.png
451,train,dataset\lungs\0399.png,dataset\masks\0399.png
452,train,dataset\dataset\lungs\0452.png,dataset\dataset\masks\0452.png
453,train,dataset\dataset\lungs\0453.png,dataset\dataset\masks\0453.png
454,train,dataset\dataset\lungs\0454.png,dataset\dataset\masks\0454.png
455,train,dataset\dataset\lungs\0455.png,dataset\dataset\masks\0455.png
456,train,dataset\dataset\lungs\0456.png,dataset\dataset\masks\0456.png
457,train,dataset\dataset\lungs\0457.png,dataset\dataset\masks\0457.png
458,train,dataset\dataset\lungs\0458.png,dataset\dataset\masks\0458.png
459,train,dataset\dataset\lungs\0459.png,dataset\dataset\masks\0459.png
460,train,dataset\dataset\lungs\0460.png,dataset\dataset\masks\0460.png
462,train,dataset\lungs\0019.png,dataset\masks\0019.png
463,train,dataset\dataset\lungs\0463.png,dataset\dataset\masks\0463.png
464,train,dataset\dataset\lungs\0464.png,dataset\dataset\masks\0464.png
465,train,dataset\dataset\lungs\0465.png,dataset\dataset\masks\0465.png
466,train,dataset\dataset\lungs\0466.png,dataset\dataset\masks\0466.png
467,train,dataset\dataset\lungs\0467.png,dataset\dataset\masks\0467.png
468,train,dataset\dataset\lungs\0468.png,dataset\dataset\masks\0468.png
469,train,dataset\dataset\lungs\0469.png,dataset\dataset\masks\0469.png
470,train,dataset\dataset\lungs\0470.png,dataset\dataset\masks\0470.png
471,train,dataset\dataset\lungs\0471.png,dataset\dataset\masks\0471.png
473,train,dataset\lungs\0337.png,dataset\masks\0337.png
474,train,dataset\dataset\lungs\0474.png,dataset\dataset\masks\0474.png
475,train,dataset\dataset\lungs\0475.png,dataset\dataset\masks\0475.png
476,train,dataset\dataset\lungs\0476.png,dataset\dataset\masks\0476.png
477,train,dataset\dataset\lungs\0477.png,dataset\dataset\masks\0477.png
478,train,dataset\dataset\lungs\0478.png,dataset\dataset\masks\0478.png
479,train,dataset\dataset\lungs\0479.png,dataset\dataset\masks\0479.png
480,train,dataset\dataset\lungs\0480.png,dataset\dataset\masks\0480.png
481,train,dataset\dataset\lungs\0481.png,dataset\dataset\masks\0481.png
482,train,dataset\dataset\lungs\0482.png,dataset\dataset\masks\0482.png
484,train,dataset\lungs\0486.png,dataset\masks\0486.png
485,train,dataset\dataset\lungs\0485.png,dataset\dataset\masks\0485.png
486,train,dataset\dataset\lungs\0486.png,dataset\dataset\masks\0486.png
487,train,dataset\dataset\lungs\0487.png,dataset\dataset\masks\0487.png
488,train,dataset\dataset\lungs\0488.png,dataset\dataset\masks\0488.png
489,train,dataset\dataset\lungs\0489.png,dataset\dataset\masks\0489.png
490,train,dataset\dataset\lungs\0490.png,dataset\dataset\masks\0490.png
491,train,dataset\dataset\lungs\0491.png,dataset\dataset\masks\0491.png
492,train,dataset\dataset\lungs\0492.png,dataset\dataset\masks\0492.png
493,train,dataset\dataset\lungs\0493.png,dataset\dataset\masks\0493.png
495,train,dataset\lungs\0649.png,dataset\masks\0649.png
496,train,dataset\dataset\lungs\0496.png,dataset\dataset\masks\0496.png
497,train,dataset\dataset\lungs\0497.png,dataset\dataset\masks\0497.png
498,train,dataset\dataset\lungs\0498.png,dataset\dataset\masks\0498.png
499,train,dataset\dataset\lungs\0499.png,dataset\dataset\masks\0499.png
500,train,dataset\dataset\lungs\0500.png,dataset\dataset\masks\0500.png
501,train,dataset\dataset\lungs\0501.png,dataset\dataset\masks\0501.png
502,train,dataset\dataset\lungs\0502.png,dataset\dataset\masks\0502.png
503,train,dataset\dataset\lungs\0503.png,dataset\dataset\masks\0503.png
504,train,dataset\dataset\lungs\0504.png,dataset\dataset\masks\0504.png
506,train,dataset\lungs\0123.png,dataset\masks\0123.png
507,train,dataset\dataset\lungs\0507.png,dataset\dataset\masks\0507.png
508,train,dataset\dataset\lungs\0508.png,dataset\dataset\masks\0508.png
509,train,dataset\dataset\lungs\0509.png,dataset\dataset\masks\0509.png
510,train,dataset\dataset\lungs\0510.png,dataset\dataset\masks\0510.png
511,train,dataset\dataset\lungs\0511.png,dataset\dataset\masks\0511.png
512,train,dataset\dataset\lungs\0512.png,dataset\dataset\masks\0512.png
513,train,dataset\dataset\lungs\0513.png,dataset\dataset\masks\0513.png
514,train,dataset\dataset\lungs\0514.png,dataset\dataset\masks\0514.png
515,train,dataset\dataset\lungs\0515.png,dataset\dataset\masks\0515.png
517,train,dataset\lungs\0033.png,dataset\masks\0033.png
518,train,dataset\dataset\lungs\0518.png,dataset\dataset\masks\0518.png
519,train,dataset\dataset\lungs\0519.png,dataset\dataset\masks\0519.png
520,train,dataset\dataset\lungs\0520.png,dataset\dataset\masks\0520.png
521,train,dataset\dataset\lungs\0521.png,dataset\dataset\masks\0521.png
522,train,dataset\dataset\lungs\0522.png,dataset\dataset\masks\0522.png
523,train,dataset\dataset\lungs\0523.png,dataset\dataset\masks\0523.png
524,train,dataset\dataset\lungs\0524.png,dataset\dataset\masks\0524.png
525,train,dataset\dataset\lungs\0525.png,dataset\dataset\masks\0525.png
526,train,dataset\dataset\lungs\0526.png,dataset\dataset\masks\0526.png
528,train,dataset\lungs\0276.png,dataset\masks\0276.png
529,train,dataset\dataset\lungs\0529.png,dataset\dataset\masks\0529.png
530,train,dataset\dataset\lungs\0530.png,dataset\dataset\masks\0530.png
531,train,dataset\dataset\lungs\0531.png,dataset\dataset\masks\0531.png
532,train,dataset\dataset\lungs\0532.png,dataset\dataset\masks\0532.png
533,train,dataset\dataset\lungs\0533.png,dataset\dataset\masks\0533.png
534,train,dataset\dataset\lungs\0534.png,dataset\dataset\masks\0534.png
535,train,dataset\dataset\lungs\0535.png,dataset\dataset\masks\0535.png
536,train,dataset\dataset\lungs\0536.png,dataset\dataset\masks\0536.png
537,train,dataset\dataset\lungs\0537.png,dataset\dataset\masks\0537.png
539,train,dataset\lungs\0396.png,dataset\masks\0396.png
540,train,dataset\dataset\lungs\0540.png,dataset\dataset\masks\0540.png
541,train,dataset\dataset\lungs\0541.png,dataset\dataset\masks\0541.png
542,train,dataset\dataset\lungs\0542.png,dataset\dataset\masks\0542.png
543,train,dataset\dataset\lungs\0543.png,dataset\dataset\masks\0543.png
544,train,dataset\dataset\lungs\0544.png,dataset\dataset\masks\0544.png
545,train,dataset\dataset\lungs\0545.png,dataset\dataset\masks\0545.png
546,train,dataset\dataset\lungs\0546.png,dataset\dataset\masks\0546.png
547,train,dataset\dataset\lungs\0547.png,dataset\dataset\masks\0547.png
548,train,dataset\dataset\lungs\0548.png,dataset\dataset\masks\0548.png
550,train,dataset\lungs\0556.png,dataset\masks\0556.png
551,train,dataset\dataset\lungs\0551.png,dataset\dataset\masks\0551.png
552,train,dataset\dataset\lungs\0552.png,dataset\dataset\masks\0552.png
553,train,dataset\dataset\lungs\0553.png,dataset\dataset\masks\0553.png
554,train,dataset\dataset\lungs\0554.png,dataset\dataset\masks\0554.png
555,train,dataset\dataset\lungs\0555.png,dataset\dataset\masks\0555.png
556,train,dataset\dataset\lungs\0556.png,dataset\dataset\masks\0556.png
557,train,dataset\dataset\lungs\0557.png,dataset\dataset\masks\0557.png
558,train,dataset\dataset\lungs\0558.png,dataset\dataset\masks\0558.png
559,train,dataset\dataset\lungs\0559.png,dataset\dataset\masks\0559.png
561,train,dataset\lungs\0204.png,dataset\masks\0204.png
562,train,dataset\dataset\lungs\0562.png,dataset\dataset\masks\0562.png
563,train,dataset\dataset\lungs\0563.png,dataset\dataset\masks\0563.png
564,train,dataset\dataset\lungs\0564.png,dataset\dataset\masks\0564.png
565,train,dataset\dataset\lungs\0565.png,dataset\dataset\masks\0565.png
566,train,dataset\dataset\lungs\0566.png,dataset\dataset\masks\0566.png
567,train,dataset\dataset\lungs\0567.png,dataset\dataset\masks\0567.png
568,train,dataset\dataset\lungs\0568.png,dataset\dataset\masks\0568.png
569,train,dataset\dataset\lungs\0569.png,dataset\dataset\masks\0569.png
570,train,dataset\dataset\lungs\0570.png,dataset\dataset\masks\0570.png
572,train,dataset\lungs\0051.png,dataset\masks\0051.png
573,train,dataset\dataset\lungs\0573.png,dataset\dataset\masks\0573.png
574,train,dataset\dataset\lungs\0574.png,dataset\dataset\masks\0574.png
575,train,dataset\dataset\lungs\0575.png,dataset\dataset\masks\0575.png
576,train,dataset\dataset\lungs\0576.png,dataset\dataset\masks\0576.png
577,train,dataset\dataset\lungs\0577.png,dataset\dataset\masks\0577.png
578,train,dataset\dataset\lungs\0578.png,dataset\dataset\masks\0578.png
579,train,dataset\dataset\lungs\0579.png,dataset\dataset\masks\0579.png
580,train,dataset\dataset\lungs\0580.png,dataset\dataset\masks\0580.png
581,train,dataset\dataset\lungs\0581.png,dataset\dataset\masks\0581.png
583,train,dataset\lungs\0446.png,dataset\masks\0446.png
584,train,dataset\dataset\lungs\0584.png,dataset\dataset\masks\0584.png
585,train,dataset\dataset\lungs\0585.png,dataset\dataset\masks\0585.png
586,train,dataset\dataset\lungs\0586.png,dataset\dataset\masks\0586.png
587,train,dataset\dataset\lungs\0587.png,dataset\dataset\masks\0587.png
588,train,dataset\dataset\lungs\0588.png,dataset\dataset\masks\0588.png
589,train,dataset\dataset\lungs\0589.png,dataset\dataset\masks\0589.png
590,train,dataset\dataset\lungs\0590.png,dataset\dataset\masks\0590.png
591,train,dataset\dataset\lungs\0591.png,dataset\dataset\masks\0591.png
592,train,dataset\dataset\lungs\0592.png,dataset\dataset\masks\0592.png
594,train,dataset\lungs\0349.png,dataset\masks\0349.png
595,train,dataset\dataset\lungs\0595.png,dataset\dataset\masks\0595.png
596,train,dataset\dataset\lungs\0596.png,dataset\dataset\masks\0596.png
597,train,dataset\dataset\lungs\0597.png,dataset\dataset\masks\0597.png
598,train,dataset\dataset\lungs\0598.png,dataset\dataset\masks\0598.png
599,train,dataset\dataset\lungs\0599.png,dataset\dataset\masks\0599.png
600,train,dataset\dataset\lungs\0600.png,dataset\dataset\masks\0600.png
601,train,dataset\dataset\lungs\0601.png,dataset\dataset\masks\0601.png
602,train,dataset\dataset\lungs\0602.png,dataset\dataset\masks\0602.png
603,train,dataset\dataset\lungs\0603.png,dataset\dataset\masks\0603.png
605,train,dataset\lungs\0518.png,dataset\masks\0518.png
606,train,dataset\dataset\lungs\0606.png,dataset\dataset\masks\0606.png
607,train,dataset\dataset\lungs\0607.png,dataset\dataset\masks\0607.png
608,train,dataset\dataset\lungs\0608.png,dataset\dataset\masks\0608.png
609,train,dataset\dataset\lungs\0609.png,dataset\dataset\masks\0609.png
610,train,dataset\dataset\lungs\0610.png,dataset\dataset\masks\0610.png
611,train,dataset\dataset\lungs\0611.png,dataset\dataset\masks\0611.png
612,train,dataset\dataset\lungs\0612.png,dataset\dataset\masks\0612.png
613,train,dataset\dataset\lungs\0613.png,dataset\dataset\masks\0613.png
614,train,dataset\dataset\lungs\0614.png,dataset\dataset\masks\0614.png
616,train,dataset\lungs\0382.png,dataset\masks\0382.png
617,train,dataset\dataset\lungs\0617.png,dataset\dataset\masks\0617.png
618,train,dataset\dataset\lungs\0618.png,dataset\dataset\masks\0618.png
619,train,dataset\dataset\lungs\0619.png,dataset\dataset\masks\0619.png
620,train,dataset\dataset\lungs\0620.png,dataset\dataset\masks\0620.png
621,train,dataset\dataset\lungs\0621.png,dataset\dataset\masks\0621.png
622,train,dataset\dataset\lungs\0622.png,dataset\dataset\masks\0622.png
623,train,dataset\dataset\lungs\0623.png,dataset\dataset\masks\0623.png
624,train,dataset\dataset\lungs\0624.png,dataset\dataset\masks\0624.png
625,train,dataset\dataset\lungs\0625.png,dataset\dataset\masks\0625.png
627,train,dataset\lungs\0265.png,dataset\masks\0265.png
628,train,dataset\dataset\lungs\0628.png,dataset\dataset\masks\0628.png
629,train,dataset\dataset\lungs\0629.png,dataset\dataset\masks\0629.png
630,train,dataset\dataset\lungs\0630.png,dataset\dataset\masks\0630.png
631,train,dataset\dataset\lungs\0631.png,dataset\dataset\masks\0631.png
632,train,dataset\dataset\lungs\0632.png,dataset\dataset\masks\0632.png
633,train,dataset\dataset\lungs\0633.png,dataset\dataset\masks\0633.png
634,train,dataset\dataset\lungs\0634.png,dataset\dataset\masks\0634.png
635,train,dataset\dataset\lungs\0635.png,dataset\dataset\masks\0635.png
636,train,dataset\dataset\lungs\0636.png,dataset\dataset\masks\0636.png
638,train,dataset\lungs\0142.png,dataset\masks\0142.png
639,train,dataset\dataset\lungs\0639.png,dataset\dataset\masks\0639.png
640,train,dataset\dataset\lungs\0640.png,dataset\dataset\masks\0640.png
641,train,dataset\dataset\lungs\0641.png,dataset\dataset\masks\0641.png
642,train,dataset\dataset\lungs\0642.png,dataset\dataset\masks\0642.png
643,train,dataset\dataset\lungs\0643.png,dataset\dataset\masks\0643.png
644,train,dataset\dataset\lungs\0644.png,dataset\dataset\masks\0644.png
645,train,dataset\dataset\lungs\0645.png,dataset\dataset\masks\0645.png
646,train,dataset\dataset\lungs\0646.png,dataset\dataset\masks\0646.png
647,train,dataset\dataset\lungs\0647.png,dataset\dataset\masks\0647.png
649,train,dataset\lungs\0508.png,dataset\masks\0508.png
650,train,dataset\dataset\lungs\0650.png,dataset\dataset\masks\0650.png
651,train,dataset\dataset\lungs\0651.png,dataset\dataset\masks\0651.png
652,train,dataset\dataset\lungs\0652.png,dataset\dataset\masks\0652.png
653,train,dataset\dataset\lungs\0653.png,dataset\dataset\masks\0653.png
654,train,dataset\dataset\lungs\0654.png,dataset\dataset\masks\0654.png
655,train,dataset\dataset\lungs\0655.png,dataset\dataset\masks\0655.png
656,train,dataset\dataset\lungs\0656.png,dataset\dataset\masks\0656.png
657,train,dataset\dataset\lungs\0657.png,dataset\dataset\masks\0657.png
658,train,dataset\dataset\lungs\0658.png,dataset\dataset\masks\0658.png
660,train,dataset\lungs\0654.png,dataset\masks\0654.png
661,train,dataset\dataset\lungs\0661.png,dataset\dataset\masks\0661.png
662,train,dataset\dataset\lungs\0662.png,dataset\dataset\masks\0662.png
663,train,dataset\dataset\lungs\0663.png,dataset\dataset\masks\0663.png
664,train,dataset\dataset\lungs\0664.png,dataset\dataset\masks\0664.png
665,train,dataset\dataset\lungs\0665.png,dataset\dataset\masks\0665.png
666,train,dataset\dataset\lungs\0666.png,dataset\dataset\masks\0666.png
667,train,dataset\dataset\lungs\0667.png,dataset\dataset\masks\0667.png
668,train,dataset\dataset\lungs\0668.png,dataset\dataset\masks\0668.png
669,train,dataset\dataset\lungs\0669.png,dataset\dataset\masks\0669.png
671,train,dataset\lungs\0088.png,dataset\masks\0088.png
672,train,dataset\dataset\lungs\0672.png,dataset\dataset\masks\0672.png
673,train,dataset\dataset\lungs\0673.png,dataset\dataset\masks\0673.png
674,train,dataset\dataset\lungs\0674.png,dataset\dataset\masks\0674.png
675,train,dataset\dataset\lungs\0675.png,dataset\dataset\masks\0675.png
676,train,dataset\dataset\lungs\0676.png,dataset\dataset\masks\0676.png
677,train,dataset\dataset\lungs\0677.png,dataset\dataset\masks\0677.png
678,train,dataset\dataset\lungs\0678.png,dataset\dataset\masks\0678.png
679,train,dataset\dataset\lungs\0679.png,dataset\dataset\masks\0679.png
680,train,dataset\dataset\lungs\0680.png,dataset\dataset\masks\0680.png
682,train,dataset\lungs\0538.png,dataset\masks\0538.png
683,train,dataset\dataset\lungs\0683.png,dataset\dataset\masks\0683.png
684,train,dataset\dataset\lungs\0684.png,dataset\dataset\masks\0684.png
685,train,dataset\dataset\lungs\0685.png,dataset\dataset\masks\0685.png
686,train,dataset\dataset\lungs\0686.png,dataset\dataset\masks\0686.png
687,train,dataset\dataset\lungs\0687.png,dataset\dataset\masks\0687.png
688,train,dataset\dataset\lungs\0688.png,dataset\dataset\masks\0688.png
689,train,dataset\dataset\lungs\0689.png,dataset\dataset\masks\0689.png
690,train,dataset\dataset\lungs\0690.png,dataset\dataset\masks\0690.png
691,train,dataset\dataset\lungs\0691.png,dataset\dataset\masks\0691.png
693,train,dataset\lungs\0435.png,dataset\masks\0435.png
694,train,dataset\dataset\lungs\0694.png,dataset\dataset\masks\0694.png
695,train,dataset\dataset\lungs\0695.png,dataset\dataset\masks\0695.png
696,train,dataset\dataset\lungs\0696.png,dataset\dataset\masks\0696.png
697,train,dataset\dataset\lungs\0697.png,dataset\dataset\masks\0697.png
698,train,dataset\dataset\lungs\0698.png,dataset\dataset\masks\0698.png
699,train,dataset\dataset\lungs\0699.png,dataset\dataset\masks\0699.png
700,train,dataset\dataset\lungs\0700.png,dataset\dataset\masks\0700.png
701,train,dataset\dataset\lungs\0701.png,dataset\dataset\masks\0701.png
702,train,dataset\dataset\lungs\0702.png,dataset\dataset\masks\0702.png
704,train,dataset\lungs\0413.png,dataset\masks\0413.png
